,street,zipcode,bathrooms,bedrooms,description,latitude,sqft,longitude,price,url,yearBuilt,neighborhood
154,3249 38th Ave S,55406,2,3,"Meticulously updated with a new kitchen and 2 new bathrooms and updated mechanicals. Hardwood floors throughout with excellent contemporary style. Only a short walk to restaurants, coffee shops, and a grocery store. Located in one of Minneapolis' best neighborhoods.",44.943378,1396,-93.217471,384900,https://www.zillow.com/homedetails/3249-38th-Ave-S-Minneapolis-MN-55406/1735782_zpid/,1910,"Cooper, Minneapolis"
155,3223 39th Ave S,55406,1,2,"Well maintained charming home in Longfellow, two blocks from coffee shops, local grocery store and award-winning restaurants. Home features include new windows and original hardwood floors throughout, brand-new roof and updated insulation. The basement is dry with solid mechanicals and plenty of room for storage. Fully remodeled spacious kitchen with quartz countertops, ample cabinet storage, new gas range and dishwasher. Backyard is spacious with a new porch perfect for entertaining or enjoying your morning cup of coffee.  Complete your virtual walkthrough now by clicking the film icon above.",44.944272999999995,630,-93.216197,219900,https://www.zillow.com/homedetails/3223-39th-Ave-S-Minneapolis-MN-55406/1735896_zpid/,1917,"Cooper, Minneapolis"
156,2944 46th Ave S,55406,2,4,"Beautifully maintained, American four square.  Many updates, kitchen, baths, full basement addition.  Walk  to river paths, restaurants, and shops on Lake Street.  Easy access to the bike path.  All new mechanicals.  Two car garage.  Outdoor playhouse.  Move in and enjoy!",44.948865999999995,2400,-93.20806400000001,610000,https://www.zillow.com/homedetails/2944-46th-Ave-S-Minneapolis-MN-55406/1977792_zpid/,1919,"Cooper, Minneapolis"
157,3305 47th Ave S,55406,2,3,"Step into the craftsmanship and grandness of this early 20th century home. Hardwood floors, lovely woodwork, and a built in buffet wrap you in charm. Three bedrooms upstairs and a wonderful new bathroom that preserves the home's era and provides the convenience needed in a family home. An adorable front porch and backyard patio add the spaces you'll enjoy during the warmer months surrounded by flower perennial gardens galore. A+ location is a short walk to the river and local shopping and eateries.",44.943084999999996,1222,-93.206025,349000,https://www.zillow.com/homedetails/3305-47th-Ave-S-Minneapolis-MN-55406/1725815_zpid/,1912,"Cooper, Minneapolis"
158,3241 43rd Ave S,55406,2,3,"Standout 2-story home on a huge lot in desirable Cooper neighborhood of Minneapolis - charm and character abound! Open layout with a nicely updated kitchen, delightful front porch, 3 bedrooms and laundry upstairs, and an updated bathroom on each level. Spanning back yard (almost double lot in size), 2-car garage, and a short walk to the Mississippi Gorge Regional Park, Restaurants (Blue Door, Turtle Bread), and The Riverview Theater. Watch the Virtual Tour!",44.943569000000004,1532,-93.211005,350000,https://www.zillow.com/homedetails/3241-43rd-Ave-S-Minneapolis-MN-55406/1736006_zpid/,1910,"Cooper, Minneapolis"
159,3136 40th Ave S,55406,1,4,"This 1400 square foot single family home has 4 bedrooms and 1.0 bathrooms. It is located at 3136 40th Ave S Minneapolis, Minnesota.",44.945673,1400,-93.215636,355716,https://www.zillow.com/homedetails/3136-40th-Ave-S-Minneapolis-MN-55406/1735603_zpid/,1963,"Cooper, Minneapolis"
160,2814 W River Pkwy,55406,5,5,"This 1926 historic home is in one of the most coveted neighborhoods in the Twin Cities. On the parkway,the Guthrie and U of M are just down the road. Thoughtful design and professionally renovated on all 4finished levels. The pictures will do most of the talkingâ¦ What you canât see is the new plumbing, infloor heating, all new electric, new central air. Beautifully landscaped lot and outdoor entertainmentspaces. The lower level was transformed into an Accessory Dwelling Unit (ADU). Perfect for Air BnB,rental income, multigenerational living, or the teenager who wonât leave home. The owners suite isspectacular. Don't miss the balcony overlooking the 2 story atruim. 2nd floor laundry, Jack & Jill bath,and many other surprises await. ...And look in the trees for the resident eagle.",44.951819,3604,-93.210675,898900,https://www.zillow.com/homedetails/2814-W-River-Pkwy-Minneapolis-MN-55406/1977769_zpid/,1926,"Cooper, Minneapolis"
161,2760 W River Pkwy,55406,4,6,"Old world charm on the Parkway above the mighty Mississippi River! This 3-story Colonial has all of its original charm with modern conveniences. Enter the main floor's stately foyer leading to the grand center hall staircase, newer kitchen with a breakfast nook, 2 sitting rooms, formal dining room, powder room and mud room addition. Upper levels have 6 generous sized bedrooms, a 3-season porch, 2 baths and plenty of closet/storage space. Lower level has excellent ceiling height, a large amusement room and 3/4 bath. Plenty of room to entertain inside and out. Large, tranquil and private yard with patio and new fence. 2-car garage with storage space in the attic above, extra off-street parking in the driveway. New windows in the upper levels, bathrooms, boiler, ductless mini split in the master bedroom, exterior paint and aluminum window wrap, and more. Enjoy the  miles of trails just outside your door. A short commute to both downtown Minneapolis and St Paul as well as the U of M.",44.952569,4390,-93.211805,739900,https://www.zillow.com/homedetails/2760-W-River-Pkwy-Minneapolis-MN-55406/1977309_zpid/,1912,"Cooper, Minneapolis"
162,2953 46th Ave S,55406,3,2,"Enjoy the spectacular walking, biking, & jogging trails of the beautiful West River Parkway and Midtown Greenway. A pleasant stroll down the sidewalks will lead you to the unique shopping and dining experiences of the area. 
Ten-foot ceilings on the main level and nine-foot ceilings elsewhere provide great light throughout this home in the heart of Longfellow. The large, open layout features a spacious great room with hardwood floors.  Kitchen upgrades include new stainless-steel appliances, granite and quartz counters and a large center island.  Enjoy the outdoors on your own private patio just outside the kitchen with easy access to grilling and gardening.  The garage just a few steps beyond the patio makes for easy unloading - no trips to another level.
The lower lvl has an egress window and full bath-a perfect hideaway or space for out of town guests. The loft area on the upper level provides additional flexible space that can be used for a home office, bedroom or TV/Reading room",44.94874,2098,-93.207348,379900,https://www.zillow.com/homedetails/2953-46th-Ave-S-Minneapolis-MN-55406/67876086_zpid/,2002,"Cooper, Minneapolis"
163,3200 40th Ave S,55406,1,3,"This 1344 square foot single family home has 3 bedrooms and 1.0 bathrooms. It is located at 3200 40th Ave S Minneapolis, Minnesota.",44.944931,1344,-93.215645,314733,https://www.zillow.com/homedetails/3200-40th-Ave-S-Minneapolis-MN-55406/1735757_zpid/,1921,"Cooper, Minneapolis"
164,3248 48th Ave S,55406,3,3,"Wonderfully updated 2 story in Cooper/Riverside Park neighborhood just 1 block from West River Parkway and Minnehaha Academy. Home boasts a large master bedroom with private bathroom, 3 bedrooms on the upper level, updated bathrooms, new carpet and fresh paint throughout. The kitchen has brand new stainless steel appliances and granite countertops. Newer windows throughout the home. Nice backyard area with a deck and a detached garage. Unfinished basement with 8 foot ceilngs for future expansion or storage. Hardwood floors under the carpet in the living room. Move in ready.",44.943627,1768,-93.205487,499900,https://www.zillow.com/homedetails/3248-48th-Ave-S-Minneapolis-MN-55406/1725755_zpid/,1982,"Cooper, Minneapolis"
165,3223 41st Ave S,55406,1,3,"This 1138 square foot single family home has 3 bedrooms and 1.0 bathrooms. It is located at 3223 41st Ave S Minneapolis, Minnesota.",44.944276,1138,-93.213646,282000,https://www.zillow.com/homedetails/3223-41st-Ave-S-Minneapolis-MN-55406/1735720_zpid/,1921,"Cooper, Minneapolis"
166,3233 42nd Ave S,55406,1,2,"This 936 square foot single family home has 2 bedrooms and 1.0 bathrooms. It is located at 3233 42nd Ave S Minneapolis, Minnesota.",44.94384,936,-93.212347,267476,https://www.zillow.com/homedetails/3233-42nd-Ave-S-Minneapolis-MN-55406/1736032_zpid/,1924,"Cooper, Minneapolis"
167,2312 E 35th St,55406,1,3,"Extremely well cared for three bedroom, one bath home with many updates throughout. Home features stainless steel appliances,hardwood floors, main floor bedroom and bath. Nice closet space. Enjoy reading on the front porch and entertaining on the backyard patio. Quiet neighborhood near bike trails,walking distance to shops and restaurants. Quick access to to highway 55 and light rail.",44.93976,1269,-93.238163,265900,https://www.zillow.com/homedetails/2312-E-35th-St-Minneapolis-MN-55406/1694774_zpid/,1910,"Corcoran, Minneapolis"
168,3534 26th Ave S,55406,1,2,"Wonderful opportunity to own an updated home on one of the best lots in the area! New windows throughout as well as an updated kitchen. RARE main floor laundry. Abundance of closets and built in storage throughout. Fully fenced flat yard with privacy fence, patio and new deck. Looking for more space? The 2+ detached garage is fully insulated (Sheetrock/taped/painted), HEATED and fully equipped with internet - It doesn't feel like a garage but rather a large living space great for an at home business/office or hosting a backyard get together.",44.938418,957,-93.235008,257500,https://www.zillow.com/homedetails/3534-26th-Ave-S-Minneapolis-MN-55406/1695555_zpid/,1906,"Corcoran, Minneapolis"
169,3429 Cedar Ave S,55407,2,3,"Nicely remodeled 3 bedroom 2 baths in the heart of Minneapolis! Very affordable, new carpeting, granite kitchen countertops, gas range, newly finished hardwood floors. New washer/dryer coming soon! Show 2 sell!",44.940295,1890,-93.24698599999999,230000,https://www.zillow.com/homedetails/3429-Cedar-Ave-S-Minneapolis-MN-55407/1694849_zpid/,1900,"Corcoran, Minneapolis"
170,3305 20th Ave S,55407,1,2,"Charming 2BR, 1BA, 1 detached garage, w/hardwood floors/original woodwork. Freshly painted throughout, including basement floor for more finished square footage. Upper attic expansion for extra BR. Private backyard w/wood fence, separate living rm/dining rm, great curb appeal, newer garage door, updated bathroom, move in ready, w/security system. EZ to show.",44.9427,894,-93.243222,237900,https://www.zillow.com/homedetails/3305-20th-Ave-S-Minneapolis-MN-55407/1694443_zpid/,1924,"Corcoran, Minneapolis"
171,3210 Longfellow Ave,55407,3,4,"This two-story 4 bedroom,  3 Bathroom home sits on an extra-large lot with a two car garage and room for additional Parking.  The ground floor has an open kitchen/dining/great room floor plan and also features a main floor half bathroom and a main floor bed room.  The upper level has 3 bedrooms with large closets, a full master bathroom and an additional full bathroom.  The home has newer windows and vinyl siding.",44.9443,1760,-93.246477,239900,https://www.zillow.com/homedetails/3210-Longfellow-Ave-Minneapolis-MN-55407/1694376_zpid/,1900,"Corcoran, Minneapolis"
172,3523 25th Ave S,55406,1,2,"Move right in to this beautifully remodeled home in the heart of South Minneapolis! This quaint two bedroom home has all of your living quarters on the main level with a spacious, new kitchen to cook. New
floors, trim, and windows wrap the entire home and the exterior is finished with new siding. Conveniently located minutes from downtown, local restaurants and businesses. Rent to own or renting is an option!",44.938745000000004,906,-93.235559,269998,https://www.zillow.com/homedetails/3523-25th-Ave-S-Minneapolis-MN-55406/1695569_zpid/,1913,"Corcoran, Minneapolis"
